CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT;PRICE;TOWN;TOWN#;TRACT;LAT;LON
0,0351;95;2,68;0;0,4161;7.853;33,2;5.118;4;224;14,7;392,78;3,81;48,5;Weston;37;3671;42,232;-71,199
0,02009;95;2,68;0;0,4161;8.034;31,9;5.118;4;224;14,7;390,55;2,88;50;Weston;37;3672;42,2058;-71,199
0,13642;0;10,59;0;0,489;5.891;22,3;39.454;4;277;18,6;396,9;10,87;22,6;Waltham;38;3681;42,2445;-71,1475
0,22969;0;10,59;0;0,489;6.326;52,5;43.549;4;277;18,6;394,87;10,97;24,4;Waltham;38;3682;42,2308;-71,15
0,25199;0;10,59;0;0,489;5.783;72,7;43.549;4;277;18,6;389,43;18,06;22,5;Waltham;38;3683;42,2268;-71,149
0,13587;0;10,59;1;0,489;6.064;59,1;42.392;4;277;18,6;381,32;14,66;24,4;Waltham;38;3684;42,222;-71,1503
0,43571;0;10,59;1;0,489;5.344;100;3.875;4;277;18,6;396,9;23,09;20;Waltham;38;3685;42,2217;-71,143
0,17446;0;10,59;1;0,489;5,96;92,1;38.771;4;277;18,6;393,25;17,27;21,7;Waltham;38;3686;42,2177;-71,1435
0,37578;0;10,59;1;0,489;5.404;88,6;3.665;4;277;18,6;395,24;23,98;19,3;Waltham;38;3687;42,2216;-71,138
0,21719;0;10,59;1;0,489;5.807;53,8;36.526;4;277;18,6;390,94;16,03;22,4;Waltham;38;3688;42,225;-71,1335
0,14052;0;10,59;0;0,489;6.375;32,3;39.454;4;277;18,6;385,81;9,38;28,1;Waltham;38;3689;42,2355;-71,1375
0,28955;0;10,59;0;0,489;5.412;9,8;35.875;4;277;18,6;348,93;29,55;23,7;Waltham;38;3690;42,235;-71,127
0,19802;0;10,59;0;0,489;6.182;42,4;39.454;4;277;18,6;393,63;9,47;25;Waltham;38;3691;42,2277;-71,1245
0,0456;0;13,89;1;0,55;5.888;56;31.121;5;276;16,4;392,8;13,51;23,3;Watertown;39;3701;42,223;-71,1166
0,07013;0;13,89;0;0,55;6.642;85,1;34.211;5;276;16,4;392,78;9,69;28,7;Watertown;39;3702;42,2235;-71,105
0,11069;0;13,89;1;0,55;5.951;93,8;28.893;5;276;16,4;396,9;17,92;21,5;Watertown;39;3703;42,222;-71,0933
0,11425;0;13,89;1;0,55;6.373;92,4;33.633;5;276;16,4;393,74;10,5;23;Watertown;39;3704;42,2185;-71,106
0,35809;0;6,2;1;0,507;6.951;88,5;28.617;8;307;17,4;391,7;9,71;26,7;Newton;40;3731;42,2137;-71,11
0,40771;0;6,2;1;0,507;6.164;91,3;3.048;8;307;17,4;395,24;21,46;21,7;Newton;40;3732;42,2166;-71,121
0,62356;0;6,2;1;0,507;6.879;77,7;32.721;8;307;17,4;390,39;9,93;27,5;Newton;40;3733;42,2134;-71,125
0,6147;0;6,2;0;0,507;6.618;80,8;32.721;8;307;17,4;396,9;7,6;30,1;Newton;40;3734;42,2183;-71,1208
0,31533;0;6,2;0;0,504;8.266;78,3;28.944;8;307;17,4;385,05;4,14;44,8;Newton;40;3735;42,206;-71,11
0,52693;0;6,2;0;0,504;8.725;83;28.944;8;307;17,4;382;4,63;50;Newton;40;3736;42,1975;-71,1012
0,38214;0;6,2;0;0,504;8,04;86,5;32.157;8;307;17,4;387,38;3,13;37,6;Newton;40;3737;42,2025;-71,1215
0,41238;0;6,2;0;0,504;7.163;79,9;32.157;8;307;17,4;372,08;6,36;31,6;Newton;40;3738;42,1947;-71,116
0,29819;0;6,2;0;0,504;7.686;17;33.751;8;307;17,4;377,51;3,92;46,7;Newton;40;3739;42,185;-71,11
0,44178;0;6,2;0;0,504;6.552;21,4;33.751;8;307;17,4;380,34;3,76;31,5;Newton;40;3740;42,1807;-71,119
0,537;0;6,2;0;0,504;5.981;68,1;36.715;8;307;17,4;378,35;11,65;24,3;Newton;40;3741;42,188;-71,13
0,46296;0;6,2;0;0,504;7.412;76,9;36.715;8;307;17,4;376,14;5,25;31,7;Newton;40;3742;42,193;-71,1285
0,57529;0;6,2;0;0,507;8.337;73,3;38.384;8;307;17,4;385,91;2,47;41,7;Newton;40;3743;42,1946;-71,14
0,33147;0;6,2;0;0,507;8.247;70,4;36.519;8;307;17,4;378,95;3,95;48,3;Newton;40;3744;42,204;-71,134
0,44791;0;6,2;1;0,507;6.726;66,5;36.519;8;307;17,4;360,2;8,05;29;Newton;40;3745;42,2142;-71,132
0,33045;0;6,2;0;0,507;6.086;61,5;36.519;8;307;17,4;376,75;10,88;24;Newton;40;3746;42,2141;-71,138
0,52058;0;6,2;1;0,507;6.631;76,5;4.148;8;307;17,4;388,45;9,54;25,1;Newton;40;3747;42,211;-71,1485
0,51183;0;6,2;0;0,507;7.358;71,6;4.148;8;307;17,4;390,07;4,73;31,5;Newton;40;3748;42,203;-71,1491
0,08244;30;4,93;0;0,428;6.481;18,5;61.899;6;300;16,6;379,41;6,36;23,7;Natick;41;3821;42,1875;-71,2055
0,09252;30;4,93;0;0,428;6.606;42,2;61.899;6;300;16,6;383,78;7,37;23,3;Natick;41;3822;42,187;-71,2035
0,11329;30;4,93;0;0,428;6.897;54,3;63.361;6;300;16,6;391,25;11,38;22;Natick;41;3823;42,164;-71,1966
0,10612;30;4,93;0;0,428;6.095;65,1;63.361;6;300;16,6;394,62;12,4;20,1;Natick;41;3824;42,1645;-71,2138
0,1029;30;4,93;0;0,428;6.358;52,9;70.355;6;300;16,6;372,75;11,22;22,2;Natick;41;3825;42,1782;-71,22
0,12757;30;4,93;0;0,428;6.393;7,8;70.355;6;300;16,6;374,71;5,19;23,7;Natick;41;3826;42,1725;-71,232
0,20608;22;5,86;0;0,431;5.593;76,5;79.549;7;330;19,1;372,49;12,5;17,6;Framingham;42;3831;42,163;-71,2435
0,19133;22;5,86;0;0,431;5.605;70,2;79.549;7;330;19,1;389,13;18,46;18,5;Framingham;42;3832;42,1618;-71,2575
0,33983;22;5,86;0;0,431;6.108;34,9;80.555;7;330;19,1;390,18;9,16;24,3;Framingham;42;3833;42,169;-71,262
0,19657;22;5,86;0;0,431;6.226;79,2;80.555;7;330;19,1;376,14;10,15;20,5;Framingham;42;3834;42,1703;-71,247
0,16439;22;5,86;0;0,431;6.433;49,1;78.265;7;330;19,1;374,71;9,52;24,5;Framingham;42;3835;42,1767;-71,255
0,19073;22;5,86;0;0,431;6.718;17,5;78.265;7;330;19,1;393,74;6,56;26,2;Framingham;42;3836;42,1825;-71,2475
0,1403;22;5,86;0;0,431;6.487;13;73.967;7;330;19,1;396,28;5,9;24,4;Framingham;42;3837;42,191;-71,238
0,21409;22;5,86;0;0,431;6.438;8,9;73.967;7;330;19,1;377,07;3,59;24,8;Framingham;42;3838;42,1982;-71,2435
0,08221;22;5,86;0;0,431;6.957;6,8;89.067;7;330;19,1;386,09;3,53;29,6;Framingham;42;3839;42,1935;-71,2685
0,36894;22;5,86;0;0,431;8.259;8,4;89.067;7;330;19,1;396,9;3,54;42,8;Framingham;42;3840;42,1727;-71,2807
0,04819;80;3,64;0;0,392;6.108;32;92.203;1;315;16,4;392,89;6,57;21,9;Ashland;43;3851;42,1575;-71,2895
0,03548;80;3,64;0;0,392;5.876;19,1;92.203;1;315;16,4;395,18;9,25;20,9;Ashland;43;3852;42,1482;-71,269
0,01538;90;3,75;0;0,394;7.454;34,2;63.361;3;244;15,9;386,34;3,11;44;Sherborn;44;3861;42,145;-71,223
0,61154;20;3,97;0;0,647;8.704;86,9;1.801;5;264;13;389,7;5,12;50;Brookline;45;4001;42,2073;-71,0679
0,66351;20;3,97;0;0,647;7.333;100;18.946;5;264;13;383,29;7,79;36;Brookline;45;4002;42,2077;-71,0727
0,65665;20;3,97;0;0,647;6.842;100;20.107;5;264;13;391,93;6,9;30,1;Brookline;45;4003;42,2075;-71,0765
0,54011;20;3,97;0;0,647;7.203;81,8;21.121;5;264;13;392,8;9,59;33,8;Brookline;45;4004;42,204;-71,08
0,53412;20;3,97;0;0,647;7,52;89,4;21.398;5;264;13;388,37;7,26;43,1;Brookline;45;4005;42,202;-71,079
0,52014;20;3,97;0;0,647;8.398;91,5;22.885;5;264;13;386,86;5,91;48,8;Brookline;45;4006;42,2;-71,0835
0,82526;20;3,97;0;0,647;7.327;94,5;20.788;5;264;13;393,42;11,25;31;Brookline;45;4007;42,198;-71,075
0,55007;20;3,97;0;0,647;7.206;91,6;19.301;5;264;13;387,89;8,1;36,5;Brookline;45;4008;42,203;-71,071
0,76162;20;3,97;0;0,647;5,56;62,8;19.865;5;264;13;392,4;10,45;22,8;Brookline;45;4009;42,2;-71,07
0,7857;20;3,97;0;0,647;7.014;84,6;21.329;5;264;13;384,07;14,79;30,7;Brookline;45;4010;42,1965;-71,0725
0,57834;20;3,97;0;0,575;8.297;67;24.216;5;264;13;384,54;7,44;50;Brookline;45;4011;42,1925;-71,085
0,5405;20;3,97;0;0,575;7,47;52,6;2.872;5;264;13;390,3;3,16;43,5;Brookline;45;4012;42,2075;-71,0925
0,09065;20;6,96;1;0,464;5,92;61,5;39.175;3;223;18,6;391,34;13,65;20,7;Dedham;46;4021;42,154;-71,098
0,29916;20;6,96;0;0,464;5.856;42,1;4.429;3;223;18,6;388,65;13;21,1;Dedham;46;4022;42,141;-71,087
0,16211;20;6,96;0;0,464;6,24;16,3;4.429;3;223;18,6;396,9;6,59;25,2;Dedham;46;4023;42,1355;-71,094
0,1146;20;6,96;0;0,464;6.538;58,7;39.175;3;223;18,6;394,96;7,73;24,4;Dedham;46;4024;42,1445;-71,0982
0,22188;20;6,96;1;0,464;7.691;51,8;43.665;3;223;18,6;390,77;6,58;35,2;Dedham;46;4025;42,151;-71,117
0,05644;40;6,41;1;0,447;6.758;32,9;40.776;4;254;17,6;396,9;3,53;32,4;Needham;47;4031;42,1675;-71,1305
0,09604;40;6,41;0;0,447;6.854;42,8;42.673;4;254;17,6;396,9;2,98;32;Needham;47;4032;42,1733;-71,138
0,10469;40;6,41;1;0,447;7.267;49;47.872;4;254;17,6;389,25;6,05;33,2;Needham;47;4033;42,1632;-71,1405
0,06127;40;6,41;1;0,447;6.826;27,6;48.628;4;254;17,6;393,45;4,16;33,1;Needham;47;4034;42,173;-71,1495
0,07978;40;6,41;0;0,447;6.482;32,1;41.403;4;254;17,6;396,9;7,19;29,1;Needham;47;4035;42,1813;-71,1395
0,21038;20;3,33;0;0,4429;6.812;32,2;41.007;5;216;14,9;396,9;4,85;35,1;Wellesley;48;4041;42,188;-71,148
0,03578;20;3,33;0;0,4429;7,82;64,5;46.947;5;216;14,9;387,31;3,76;45,4;Wellesley;48;4042;42,187;-71,166
0,03705;20;3,33;0;0,4429;6.968;37,2;52.447;5;216;14,9;392,23;4,59;35,4;Wellesley;48;4043;42,1848;-71,185
0,06129;20;3,33;1;0,4429;7.645;49,7;52.119;5;216;14,9;377,07;3,01;46;Wellesley;48;4044;42,1735;-71,1775
0,01501;90;1,21;1;0,401;7.923;24,8;5.885;1;198;13,6;395,52;3,16;50;Dover;49;4051;42,1475;-71,173
0,00906;90;2,97;0;0,4;7.088;20,8;73.073;1;285;15,3;394,72;7,85;32,2;Medfield;50;4061;42,1105;-71,18
0,01096;55;2,25;0;0,389;6.453;31,9;73.073;1;300;15,3;394,72;8,23;22;Millis;51;4071;42,1;-71,2135
0,01965;80;1,76;0;0,385;6,23;31,5;90.892;1;241;18,2;341,6;12,93;20,1;Norfolk;52;4091;42,0675;-71,195
0,03871;52,5;5,32;0;0,405;6.209;31,3;73.172;6;293;16,6;396,9;7,14;23,2;Walpole;53;4111;42,0775;-71,148
0,0459;52,5;5,32;0;0,405;6.315;45,6;73.172;6;293;16,6;396,9;7,6;22,3;Walpole;53;4112;42,094;-71,1325
0,04297;52,5;5,32;0;0,405;6.565;22,9;73.172;6;293;16,6;371,72;9,51;24,8;Walpole;53;4113;42,098;-71,155
0,03502;80;4,95;0;0,411;6.861;27,9;51.167;4;245;19,2;396,9;3,33;28,5;Westwood;54;4121;42,1235;-71,1385
0,07886;80;4,95;0;0,411;7.148;27,7;51.167;4;245;19,2;396,9;3,56;37,3;Westwood;54;4122;42,1408;-71,133
0,03615;80;4,95;0;0,411;6,63;23,4;51.167;4;245;19,2;396,9;4,7;27,9;Westwood;54;4123;42,1307;-71,107
0,08265;0;13,92;0;0,437;6.127;18,4;55.027;4;289;16;396,9;8,58;23,9;Norwood;55;4131;42,11;-71,109
0,08199;0;13,92;0;0,437;6.009;42,3;55.027;4;289;16;396,9;10,4;21,7;Norwood;55;4132;42,1217;-71,118
0,12932;0;13,92;0;0,437;6.678;31,1;59.604;4;289;16;396,9;6,27;28,6;Norwood;55;4133;42,1166;-71,1309
0,05372;0;13,92;0;0,437;6.549;51;59.604;4;289;16;392,85;7,39;27,1;Norwood;55;4134;42,1108;-71,128
0,14103;0;13,92;0;0,437;5,79;58;6,32;4;289;16;396,9;15,84;20,3;Norwood;55;4135;42,1025;-71,121
0,06466;70;2,24;0;0,4;6.345;20,1;78.278;5;358;14,8;368,24;4,97;22,5;Sharon;56;4141;42,0725;-71,12
0,05561;70;2,24;0;0,4;7.041;10;78.278;5;358;14,8;371,58;4,74;29;Sharon;56;4142;42,059;-71,1
0,04417;70;2,24;0;0,4;6.871;47,4;78.278;5;358;14,8;390,86;6,07;24,8;Sharon;56;4143;42,0735;-71,1035
0,03537;34;6,09;0;0,433;6,59;40,4;54.917;7;329;16,1;395,75;9,5;22;Canton;57;4151;42,095;-71,0875
0,09266;34;6,09;0;0,433;6.495;18,4;54.917;7;329;16,1;383,61;8,67;26,4;Canton;57;4152;42,102;-71,0625
0,1;34;6,09;0;0,433;6.982;17,7;54.917;7;329;16,1;390,43;4,86;33,1;Canton;57;4153;42,12;-71,0865
0,05515;33;2,18;0;0,472;7.236;41,1;4.022;7;222;18,4;393,68;6,93;36,1;Milton;58;4161;42,145;-71,0465
0,05479;33;2,18;0;0,472;6.616;58,1;3,37;7;222;18,4;393,36;8,93;28,4;Milton;58;4162;42,1525;-71,057
0,07503;33;2,18;0;0,472;7,42;71,9;30.992;7;222;18,4;396,9;6,47;33,4;Milton;58;4163;42,159;-71,045
0,04932;33;2,18;0;0,472;6.849;70,3;31.827;7;222;18,4;396,9;7,53;28,2;Milton;58;4164;42,1565;-71,028
0,49298;0;9,9;0;0,544;6.635;82,5;33.175;4;304;18,4;396,9;4,54;22,8;Quincy;59;4171;42,1555;-71,0138
0,3494;0;9,9;0;0,544;5.972;76,7;31.025;4;304;18,4;396,24;9,97;20,3;Quincy;59;4172;42,16;-71,0201
263.548;0;9,9;0;0,544;4.973;37,8;25.194;4;304;18,4;350,45;12,64;16,1;Quincy;59;4173;42,176;-71,016
0,79041;0;9,9;0;0,544;6.122;52,8;26.403;4;304;18,4;396,9;5,98;22,1;Quincy;59;4174;42,178;-71,0075
0,26169;0;9,9;0;0,544;6.023;90,4;2.834;4;304;18,4;396,3;11,72;19,4;Quincy;59;4175;42,167;-71,015
0,26938;0;9,9;0;0,544;6.266;82,8;32.628;4;304;18,4;393,39;7,9;21,6;Quincy;59;4176;42,1613;-71,0075
0,3692;0;9,9;0;0,544;6.567;87,3;36.023;4;304;18,4;395,69;9,28;23,8;Quincy;59;4177;42,153;-71
0,25356;0;9,9;0;0,544;5.705;77,7;3.945;4;304;18,4;396,42;11,5;16,2;Quincy;59;4178;42,158;-70,9795
0,31827;0;9,9;0;0,544;5.914;83,2;39.986;4;304;18,4;390,7;18,33;17,8;Quincy;59;4179;42,1485;-70,988
0,24522;0;9,9;0;0,544;5.782;71,7;40.317;4;304;18,4;396,9;15,94;19,8;Quincy;59;4180;42,1425;-71,004
0,40202;0;9,9;0;0,544;6.382;67,2;35.325;4;304;18,4;395,21;10,36;23,1;Quincy;59;4181;42,15;-71,01
0,47547;0;9,9;0;0,544;6.113;58,8;40.019;4;304;18,4;396,23;12,73;21;Quincy;59;4182;42,151;-71,02
0,1676;0;7,38;0;0,493;6.426;52,3;45.404;5;287;19,6;396,9;7,2;23,8;Braintree;60;4191;42,129;-71,0085
0,18159;0;7,38;0;0,493;6.376;54,3;45.404;5;287;19,6;396,9;6,87;23,1;Braintree;60;4192;42,134;-70,9975
0,35114;0;7,38;0;0,493;6.041;49,9;47.211;5;287;19,6;396,9;7,7;20,4;Braintree;60;4193;42,1367;-70,99
0,28392;0;7,38;0;0,493;5.708;74,3;47.211;5;287;19,6;391,13;11,74;18,5;Braintree;60;4194;42,1375;-70,9834
0,34109;0;7,38;0;0,493;6.415;40,1;47.211;5;287;19,6;396,9;6,12;25;Braintree;60;4195;42,1265;-70,9895
0,19186;0;7,38;0;0,493;6.431;14,7;54.159;5;287;19,6;393,68;5,08;24,6;Braintree;60;4196;42,1066;-71
0,30347;0;7,38;0;0,493;6.312;28,9;54.159;5;287;19,6;396,9;6,15;23;Braintree;60;4197;42,1175;-70,9995
0,24103;0;7,38;0;0,493;6.083;43,7;54.159;5;287;19,6;396,9;12,79;22,2;Braintree;60;4198;42,1215;-71,01
0,06617;0;3,24;0;0,46;5.868;25,8;52.146;4;430;16,9;382,44;9,97;19,3;Randolph;61;4201;42,113;-71,0275
0,06724;0;3,24;0;0,46;6.333;17,2;52.146;4;430;16,9;375,21;7,34;22,6;Randolph;61;4202;42,115;-71,0415
0,04544;0;3,24;0;0,46;6.144;32,2;58.736;4;430;16,9;368,57;9,09;19,8;Randolph;61;4203;42,098;-71,025
0,05023;35;6,06;0;0,4379;5.706;28,4;66.407;1;304;16,9;394,02;12,43;17,1;Holbrook;62;4211;42,0865;-71,0115
0,03466;35;6,06;0;0,4379;6.031;23,3;66.407;1;304;16,9;362,25;7,83;19,4;Holbrook;62;4212;42,0895;-70,996
0,05083;0;5,19;0;0,515;6.316;38,1;64.584;5;224;20,2;389,71;5,68;22,2;Weymouth;63;4221;42,0995;-70,9795
0,03738;0;5,19;0;0,515;6,31;38,5;64.584;5;224;20,2;389,4;6,75;20,7;Weymouth;63;4222;42,101;-70,965
0,03961;0;5,19;0;0,515;6.037;34,5;59.853;5;224;20,2;396,9;8,01;21,1;Weymouth;63;4223;42,115;-70,97
0,03427;0;5,19;0;0,515;5.869;46,3;52.311;5;224;20,2;396,9;9,8;19,5;Weymouth;63;4224;42,128;-70,976
0,03041;0;5,19;0;0,515;5.895;59,6;5.615;5;224;20,2;394,81;10,56;18,5;Weymouth;63;4225;42,127;-70,9602
0,03306;0;5,19;0;0,515;6.059;37,3;48.122;5;224;20,2;396,14;8,51;20,6;Weymouth;63;4226;42,1374;-70,9633
0,05497;0;5,19;0;0,515;5.985;45,4;48.122;5;224;20,2;396,9;9,74;19;Weymouth;63;4227;42,144;-70,9675
0,06151;0;5,19;0;0,515;5.968;58,5;48.122;5;224;20,2;396,9;9,29;18,7;Weymouth;63;4228;42,1503;-70,965
0,01301;35;1,52;0;0,442;7.241;49,3;70.379;1;284;15,5;394,74;5,49;32,7;Cohasset;64;4231;42,1465;-70,8875
0,02498;0;1,89;0;0,518;6,54;59,7;62.669;1;422;15,9;389,96;8,65;16,5;Hull;65;5001;42,16;-70,915
0,02543;55;3,78;0;0,484;6.696;56,4;57.321;5;370;17,6;396,9;7,18;23,9;Hingham;66;5011;42,1475;-70,937
0,03049;55;3,78;0;0,484;6.874;28,1;64.654;5;370;17,6;387,97;4,61;31,2;Hingham;66;5012;42,123;-70,9325
0,03113;0;4,39;0;0,442;6.014;48,5;80.136;3;352;18,8;385,64;10,53;17,5;Rockland;67;5021;42,0725;-70,947
0,06162;0;4,39;0;0,442;5.898;52,3;80.136;3;352;18,8;364,61;12,67;17,2;Rockland;67;5022;42,0825;-70,9501
0,0187;85;4,15;0;0,429;6.516;27,7;85.353;4;351;17,9;392,43;6,36;23,1;Hanover;68;5031;42,0795;-70,9275
0,01501;80;2,01;0;0,435;6.635;29,7;8.344;4;280;17;390,94;5,99;24,5;Norwell;69;5041;42,1016;-70,92
0,02899;40;1,25;0;0,429;6.939;34,5;87.921;1;335;19,7;389,85;5,89;26,6;Scituate;70;5051;42,13;-70,855
0,06211;40;1,25;0;0,429;6,49;44,4;87.921;1;335;19,7;396,9;5,98;22,9;Scituate;70;5052;42,115;-70,833
0,0795;60;1,69;0;0,411;6.579;35,9;107.103;4;411;18,3;370,78;5,49;24,1;Marshfield;71;5061;42,0775;-70,83
0,07244;60;1,69;0;0,411;5.884;18,5;107.103;4;411;18,3;392,33;7,79;18,6;Marshfield;71;5062;42,059;-70,81
0,01709;90;2,02;0;0,41;6.728;36,1;121.265;5;187;17;384,46;4,5;30,1;Duxbury;72;5071;42,0485;-70,83
0,04301;80;1,91;0;0,413;5.663;21,9;105.857;4;334;22;382,8;8,05;18,2;Pembroke;73;5081;42,052;-70,853
0,10659;80;1,91;0;0,413;5.936;19,5;105.857;4;334;22;376,04;5,57;20,6;Pembroke;73;5082;42,03;-70,8525
898.296;0;18,1;1;0,77;6.212;97,4;21.222;24;666;20,2;377,73;17,6;17,8;Boston Allston-Brighton;74;1;42,2172;-71,083
38.497;0;18,1;1;0,77;6.395;91;25.052;24;666;20,2;391,34;13,27;21,7;Boston Allston-Brighton;74;2;42,212;-71,095
520.177;0;18,1;1;0,77;6.127;83,4;27.227;24;666;20,2;395,43;11,48;22,7;Boston Allston-Brighton;74;3;42,21;-71,1007
426.131;0;18,1;0;0,77;6.112;81,3;25.091;24;666;20,2;390,74;12,67;22,6;Boston Allston-Brighton;74;4;42,207;-71,093
454.192;0;18,1;0;0,77;6.398;88;25.182;24;666;20,2;374,56;7,79;25;Boston Allston-Brighton;74;5;42,2033;-71,0905
383.684;0;18,1;0;0,77;6.251;91,1;22.955;24;666;20,2;350,65;14,19;19,9;Boston Allston-Brighton;74;6;42,21;-71,0865
367.822;0;18,1;0;0,77;5.362;96,2;21.036;24;666;20,2;380,79;10,19;20,8;Boston Allston-Brighton;74;7;42,208;-71,081
422.239;0;18,1;1;0,77;5.803;89;19.047;24;666;20,2;353,04;14,64;16,8;Boston Allston-Brighton;74;8;42,215;-71,0865
347.428;0;18,1;1;0,718;8,78;82,9;19.047;24;666;20,2;354,55;5,29;21,9;Boston Back Bay;75;101;42,2098;-71,059
455.587;0;18,1;0;0,718;3.561;87,9;16.132;24;666;20,2;354,7;7,12;27,5;Boston Back Bay;75;102;42,2075;-71,0595
369.695;0;18,1;0;0,718;4.963;91,4;17.523;24;666;20,2;316,03;14;21,9;Boston Back Bay;75;104;42,2052;-71,054
135.222;0;18,1;0;0,631;3.863;100;15.106;24;666;20,2;131,42;13,33;23,1;Boston Back Bay;75;105;42,207;-71,0508
489.822;0;18,1;0;0,631;4,97;100;13.325;24;666;20,2;375,52;3,26;50;Boston Back Bay;75;107;42,2105;-71,048
566.998;0;18,1;1;0,631;6.683;96,8;13.567;24;666;20,2;375,33;3,73;50;Boston Back Bay;75;108;42,2125;-71,0497
653.876;0;18,1;1;0,631;7.016;97,5;12.024;24;666;20,2;392,05;2,96;50;Boston Beacon Hill;76;201;42,2144;-71,0422
92.323;0;18,1;0;0,631;6.216;100;11.691;24;666;20,2;366,15;9,53;50;Boston Beacon Hill;76;202;42,216;-71,0417
826.725;0;18,1;1;0,668;5.875;89,6;11.296;24;666;20,2;347,88;8,88;50;Boston Beacon Hill;76;203;42,2182;-71,0397
111.081;0;18,1;0;0,668;4.906;100;11.742;24;666;20,2;396,9;34,77;13,8;Boston North End;77;301;42,2207;-71,0339
184.982;0;18,1;0;0,668;4.138;100;1.137;24;666;20,2;396,9;37,97;13,8;Boston North End;77;302;42,2187;-71,0346
196.091;0;18,1;0;0,671;7.313;97,9;13.163;24;666;20,2;396,9;13,44;15;Boston Charlestown;78;401;42,224;-71,0367
15.288;0;18,1;0;0,671;6.649;93,3;13.449;24;666;20,2;363,02;23,24;13,9;Boston Charlestown;78;402;42,226;-71,034
982.349;0;18,1;0;0,671;6.794;98,8;1.358;24;666;20,2;396,9;21,24;13,3;Boston Charlestown;78;403;42,2265;-71,038
236.482;0;18,1;0;0,671;6,38;96,2;13.861;24;666;20,2;396,9;23,69;13,1;Boston Charlestown;78;404;42,2248;-71,04
178.667;0;18,1;0;0,671;6.223;100;13.861;24;666;20,2;393,74;21,78;10,2;Boston Charlestown;78;405;42,2275;-71,04
889.762;0;18,1;0;0,671;6.968;91,9;14.165;24;666;20,2;396,9;17,21;10,4;Boston Charlestown;78;406;42,23;-71,046
158.744;0;18,1;0;0,671;6.545;99,1;15.192;24;666;20,2;396,9;21,08;10,9;Boston East Boston;79;407;42,229;-71,041
918.702;0;18,1;0;0,7;5.536;100;15.804;24;666;20,2;396,9;23,6;11,3;Boston East Boston;79;501;42,2287;-71,023
799.248;0;18,1;0;0,7;5,52;100;15.331;24;666;20,2;396,9;24,56;12,3;Boston East Boston;79;502;42,227;-71,0215
200.849;0;18,1;0;0,7;4.368;91,2;14.395;24;666;20,2;285,83;30,63;8,8;Boston East Boston;79;503;42,2235;-71,0245
168.118;0;18,1;0;0,7;5.277;98,1;14.261;24;666;20,2;396,9;30,81;7,2;Boston East Boston;79;504;42,2213;-71,0235
243.938;0;18,1;0;0,7;4.652;100;14.672;24;666;20,2;396,9;28,28;10,5;Boston East Boston;79;506;42,2231;-71,0228
225.971;0;18,1;0;0,7;5;89,5;15.184;24;666;20,2;396,9;31,99;7,4;Boston East Boston;79;507;42,2248;-71,0215
143.337;0;18,1;0;0,7;4,88;100;15.895;24;666;20,2;372,92;30,62;10,2;Boston East Boston;79;508;42,2255;-71,0195
815.174;0;18,1;0;0,7;5,39;98,9;17.281;24;666;20,2;396,9;20,85;11,5;Boston East Boston;79;509;42,2281;-71,0168
696.215;0;18,1;0;0,7;5.713;97;19.265;24;666;20,2;394,43;17,11;15,1;Boston East Boston;79;510;42,23;-71,0109
529.305;0;18,1;0;0,7;6.051;82,5;21.678;24;666;20,2;378,38;18,76;23,2;Boston East Boston;79;511;42,233;-71,0035
115.779;0;18,1;0;0,7;5.036;97;1,77;24;666;20,2;396,9;25,68;9,7;Boston East Boston;79;512;42,2205;-71,02
864.476;0;18,1;0;0,693;6.193;92,6;17.912;24;666;20,2;396,9;15,17;13,8;Boston South Boston;80;601;42,201;-71,0167
133.598;0;18,1;0;0,693;5.887;94,7;17.821;24;666;20,2;396,9;16,35;12,7;Boston South Boston;80;602;42,1993;-71,02
871.675;0;18,1;0;0,693;6.471;98,8;17.257;24;666;20,2;391,98;17,12;13,1;Boston South Boston;80;603;42,1996;-71,022
587.205;0;18,1;0;0,693;6.405;96;16.768;24;666;20,2;396,9;19,37;12,5;Boston South Boston;80;604;42,1993;-71,026
767.202;0;18,1;0;0,693;5.747;98,9;16.334;24;666;20,2;393,1;19,92;8,5;Boston South Boston;80;605;42,2024;-71,025
383.518;0;18,1;0;0,693;5.453;100;14.896;24;666;20,2;396,9;30,59;5;Boston South Boston;80;606;42,209;-71,023
991.655;0;18,1;0;0,693;5.852;77,8;15.004;24;666;20,2;338,16;29,97;6,3;Boston South Boston;80;607;42,2032;-71,033
250.461;0;18,1;0;0,693;5.987;100;15.888;24;666;20,2;396,9;26,77;5,6;Boston South Boston;80;608;42,2011;-71,0326
142.362;0;18,1;0;0,693;6.343;100;15.741;24;666;20,2;396,9;20,32;7,2;Boston South Boston;80;609;42,2015;-71,03
959.571;0;18,1;0;0,693;6.404;100;1.639;24;666;20,2;376,11;20,31;12,1;Boston South Boston;80;610;42,1988;-71,03
248.017;0;18,1;0;0,693;5.349;96;17.028;24;666;20,2;396,9;19,77;8,3;Boston South Boston;80;612;42,198;-71,0332
415.292;0;18,1;0;0,693;5.531;85,4;16.074;24;666;20,2;329,46;27,38;8,5;Boston South Boston;80;613;42,2001;-71,0345
